pdbid,LigandRmsdMean,LigandRmsdSd,ProteinRmsdMean,ProteinRmsdSd,di1_1-4 EEL_mean,di1_1-4 EEL_sd,di1_1-4 VDW_mean,di1_1-4 VDW_sd,di1_DELTA G gas_mean,di1_DELTA G gas_sd,di1_DELTA G solv_mean,di1_DELTA G solv_sd,di1_DELTA TOTAL_mean,di1_DELTA TOTAL_sd,di1_EDISPER_mean,di1_EDISPER_sd,di1_EEL_mean,di1_EEL_sd,di1_ENPOLAR_mean,di1_ENPOLAR_sd,di1_EPB_mean,di1_EPB_sd,di4_1-4 EEL_mean,di4_1-4 EEL_sd,di4_1-4 VDW_mean,di4_1-4 VDW_sd,di4_DELTA G gas_mean,di4_DELTA G gas_sd,di4_DELTA G solv_mean,di4_DELTA G solv_sd,di4_DELTA TOTAL_mean,di4_DELTA TOTAL_sd,di4_EDISPER_mean,di4_EDISPER_sd,di4_EEL_mean,di4_EEL_sd,di4_ENPOLAR_mean,di4_ENPOLAR_sd,di4_EPB_mean,di4_EPB_sd,index,owner,VDW
3ueu,0.94061748,0.010376261,1.724656448,0.005009426,0,2E-05,0,8E-05,-49.06032,7.51982,22.13106,6.22968,-26.92926,2.9786,0,0,-19.6496,8.41028,-3.5401,0.09422,25.67118,6.23776,0,2E-05,0,8E-05,-34.32314,2.61322,2.35344,1.4513,-31.9697,2.41842,0,0,-4.91242,2.10256,-3.5401,0.09422,5.89356,1.4601,2741,VASAVI,-29.41072
4men,0.538233447,0.020593344,1.515345759,0.008772674,0,6E-05,0,6E-05,-42.7801,3.81492,20.51526,3.23036,-22.26484,2.75866,0,0,-11.4252,3.63484,-3.43734,0.08744,23.95258,3.2515,0,6E-05,0,6E-05,-34.21118,2.27344,2.23836,0.72764,-31.9728,2.21528,0,0,-2.8563,0.9087,-3.43734,0.08744,5.6757,0.74602,8478,ROHIT,-31.35486
4qyf,0.75874491,0.013832664,2.872384504,0.025920323,0,2E-05,0,8E-05,-61.92178,9.34492,40.02568,7.78714,-21.89612,3.86496,0,0,-30.62242,8.91942,-3.61114,0.10964,43.63682,7.8345,0,2E-05,0,8E-05,-38.95496,3.92692,6.9796,1.79876,-31.97536,3.0695,0,0,-7.6556,2.22986,-3.61114,0.10964,10.59074,1.84494,9519,PRADEEP,-31.29936
5nub,1.492081164,0.014112487,1.617797146,0.00874453,0,6E-05,0,4E-05,-57.61682,4.55938,35.01522,4.54966,-22.60162,3.83678,0,0,-26.6713,4.94306,-3.39062,0.1203,38.40584,4.57646,0,6E-05,0,4E-05,-37.61336,2.47196,5.61848,1.02508,-31.99488,2.5215,0,0,-6.66782,1.23578,-3.39062,0.1203,9.0091,1.04706,1826,DIVYAK,-30.94552
4em7,0.460002479,0.009366867,2.369789894,0.017034746,0,2E-05,0,4E-05,-53.79278,4.99134,33.5262,4.47092,-20.2666,4.23942,0,0,-21.20514,4.85316,-3.17708,0.1098,36.70324,4.51706,0,2E-05,0,4E-05,-37.88894,2.59832,5.8924,1.00706,-31.99656,2.48198,0,0,-5.30126,1.2133,-3.17708,0.1098,9.06948,1.04966,8084,PRADEEP,-32.58766
1s2c,1.023183158,0.011802993,1.369302596,0.0046005,0,2E-05,0,4E-05,-51.97542,4.8539,34.04404,4.34172,-17.93136,4.49178,0,0,-19.56304,5.4136,-3.41204,0.08368,37.4561,4.34264,0,2E-05,0,4E-05,-37.30312,2.3305,5.28956,0.97412,-32.0136,2.37168,0,0,-4.89078,1.35338,-3.41204,0.08368,8.70158,0.97418,7447,ROHIT,-32.41236
1xjn,1.257804443,0.01010017,1.821153191,0.00467645,0,6E-05,0,6E-05,-102.5805,9.3406,84.83788,7.31392,-17.7426,4.88666,0,0,-71.1763,10.23418,-3.59612,0.11762,88.43402,7.29838,0,6E-05,0,6E-05,-49.19826,3.74462,17.17834,1.63948,-32.01992,3.30718,0,0,-17.79406,2.55854,-3.59612,0.11762,20.77444,1.62432,2380,PRADEEP,-31.4042
6r4k,1.72115267,0.024039967,1.268350007,0.004116496,0,0,0,8E-05,-70.7222,7.1942,60.7413,7.63182,-9.9809,5.72634,0,0,-37.02706,7.30124,-4.00924,0.22458,64.75058,7.7107,0,0,0,8E-05,-42.95192,3.64472,10.91778,1.59724,-32.03416,3.38226,0,0,-9.25678,1.82532,-4.00924,0.22458,14.92704,1.67088,3125,VASAVI,-33.69518
4dae,0.417798184,0.009494561,1.809213651,0.007550899,0,2E-05,0,2E-05,-73.47076,6.0919,46.98892,5.33144,-26.48188,3.32598,0,0,-43.38012,6.12384,-3.08244,0.0941,50.07134,5.333,0,2E-05,0,2E-05,-40.93568,3.06798,8.88902,1.25156,-32.04668,2.63904,0,0,-10.84502,1.53098,-3.08244,0.0941,11.9714,1.25074,3415,SHRUTI,-30.09066
6bq4,0.356983612,0.01081159,1.65342046,0.007802111,0,6E-05,0,6E-05,-88.42826,7.8683,63.94812,5.40778,-24.48018,4.72634,0,0,-58.62076,7.925,-3.04822,0.08144,66.99632,5.39952,0,6E-05,0,6E-05,-44.46268,3.53166,12.41438,1.2233,-32.04828,3.12546,0,0,-14.65518,1.98124,-3.04822,0.08144,15.46262,1.21356,1847,PRADEEP,-29.80752
3grv,0.393861659,0.005888035,1.61991622,0.009542505,0,2E-05,0,6E-05,-88.51264,5.6607,61.44522,4.36248,-27.0674,3.57176,0,0,-59.1275,5.77788,-3.04984,0.07026,64.49506,4.35674,0,2E-05,0,6E-05,-44.16702,3.10676,12.11492,1.00676,-32.05208,2.77342,0,0,-14.78188,1.44446,-3.04984,0.07026,15.16478,1.00056,4266,PRADEEP,-29.38512
2oxy,0.13363418,0.001712034,1.776267132,0.007992213,0,4E-05,0,8E-05,-39.6949,4.3256,17.50998,3.90064,-22.18494,2.65396,0,0,-7.14864,4.28432,-2.47886,0.05992,19.9889,3.88992,0,4E-05,0,8E-05,-34.33346,2.16412,2.27572,0.89808,-32.05774,1.95338,0,0,-1.78714,1.07108,-2.47886,0.05992,4.7546,0.88712,6095,PRADEEP,-32.5463
6i77,0.985438678,0.022051705,1.236740301,0.00540496,0,6E-05,0,0.0001,-64.40392,5.34278,42.33954,4.61688,-22.0644,3.54768,0,0,-33.13404,5.60204,-3.56076,0.1793,45.90028,4.67556,0,6E-05,0,0.0001,-39.5534,2.91152,7.45486,1.03516,-32.09856,2.7916,0,0,-8.28352,1.40052,-3.56076,0.1793,11.01562,1.0839,1763,SHRUTI,-31.2699
3wbg,0.375789514,0.01348773,1.553496149,0.006282882,0,0,0,6E-05,-34.94856,2.0556,14.58612,3.42202,-20.36244,3.79194,0,0,0,0,-0.9489,0.08842,15.535,3.44476,0,0,0,6E-05,-34.94856,2.0556,2.83922,0.77404,-32.10932,2.11922,0,0,0,0,-0.9489,0.08842,3.78814,0.79394,2155,SUBHAJIT,-34.94856
6eog,0.96810657,0.024893553,1.156533699,0.003746059,0,0,0,4E-05,-66.89608,5.84896,43.92426,4.8632,-22.97182,3.51604,0,0,-35.87376,5.94282,-3.44294,0.1569,47.3672,4.92532,0,0,0,4E-05,-39.99076,3.07826,7.8778,1.09668,-32.11294,2.89098,0,0,-8.96842,1.4857,-3.44294,0.1569,11.32078,1.15352,4670,SHRUTI,-31.0223
3fo0,0.796467185,0.017850902,1.542888378,0.010023804,0,6E-05,0,4E-05,-85.47258,7.15158,66.10792,6.18764,-19.3647,4.01616,0,0,-54.46186,7.3126,-3.1286,0.10052,69.2365,6.20722,0,6E-05,0,4E-05,-44.62616,3.24802,12.51118,1.3508,-32.115,2.85814,0,0,-13.61548,1.82814,-3.1286,0.10052,15.63976,1.3681,2831,ROHIT,-31.0107
4mv3,2.303009702,0.013657133,1.473260045,0.009642717,0,2E-05,0,6E-05,-130.06294,11.59308,116.16704,11.98706,-13.89586,5.22726,0,0,-98.3747,12.57424,-4.46344,0.14692,120.63044,12.03762,0,2E-05,0,6E-05,-56.2819,4.28272,24.16272,2.82034,-32.11918,3.66232,0,0,-24.59368,3.14358,-4.46344,0.14692,28.62614,2.86918,1905,SHRUTI,-31.6882
1wuy,1.22442468,0.01405497,1.721229485,0.006068782,0,2E-05,0,8E-05,-56.5838,8.42056,35.47032,8.06562,-21.1135,2.71578,0,0,-24.91334,9.3815,-3.71736,0.13934,39.18766,8.12918,0,2E-05,0,8E-05,-37.89882,2.84714,5.75758,1.86532,-32.1412,2.56434,0,0,-6.22832,2.34538,-3.71736,0.13934,9.47496,1.92644,5858,PRADEEP,-31.67046
1jx1,0.64818832,0.0069743,2.474045112,0.017227244,0,2E-05,0,4E-05,-67.70194,3.842,47.90056,3.6706,-19.80136,4.19836,0,0,-36.07952,4.4967,-3.17312,0.07242,51.07364,3.68742,0,2E-05,0,4E-05,-40.64228,2.54836,8.49786,0.80008,-32.14442,2.57848,0,0,-9.01988,1.12414,-3.17312,0.07242,11.67094,0.81426,4580,ARIHANT,-31.62238
2qgw,0.671561111,0.010414508,2.023868726,0.01022389,0,4E-05,0,4E-05,-58.21434,2.91518,35.18472,1.99374,-23.0296,2.34636,0,0,-27.20922,3.37472,-3.11828,0.06496,38.303,1.99206,0,4E-05,0,4E-05,-37.80742,2.19626,5.66144,0.44744,-32.146,2.12962,0,0,-6.8023,0.8437,-3.11828,0.06496,8.77972,0.44364,3420,SHRUTI,-31.00512
3hmp,0.414734074,0.015057274,2.660254976,0.017382088,0,4E-05,0,6E-05,-44.65362,3.48412,20.64,2.7519,-24.01364,2.47502,0,0,-13.25502,3.74644,-3.0666,0.06832,23.70656,2.74628,0,4E-05,0,6E-05,-34.71236,2.24522,2.56428,0.63696,-32.1481,2.23836,0,0,-3.31374,0.93662,-3.0666,0.06832,5.63088,0.6298,4748,PRADEEP,-31.39862
5fe9,0.893152735,0.007393124,1.629557443,0.008230138,0,6E-05,0,4E-05,-76.70922,7.28806,49.95054,5.62598,-26.75872,4.08364,0,0,-46.92602,7.09778,-3.18308,0.10974,53.1336,5.66704,0,6E-05,0,4E-05,-41.51468,3.1209,9.36484,1.29964,-32.14984,2.68246,0,0,-11.7315,1.77444,-3.18308,0.10974,12.5479,1.33862,5301,SHRUTI,-29.78318
2qk4,1.774919916,0.011728795,1.758234771,0.008072492,0,8E-05,0,8E-05,-105.8426,11.4684,85.48086,10.4931,-20.36176,4.55262,0,0,-75.43888,12.32012,-4.2896,0.16696,89.77048,10.56,0,8E-05,0,8E-05,-49.26344,3.8865,17.1072,2.40766,-32.15626,3.14602,0,0,-18.85972,3.08004,-4.2896,0.16696,21.3968,2.4734,9063,PRADEEP,-30.40376
4etz,0.587752171,0.010511521,2.222073136,0.008689258,0,4E-05,0,4E-05,-132.67776,11.57906,109.13688,10.55408,-23.54086,4.54634,0,0,-103.17312,11.49388,-3.81924,0.20288,112.95612,10.65854,0,4E-05,0,4E-05,-55.29794,4.67368,23.13146,2.41626,-32.16648,3.48484,0,0,-25.79328,2.8735,-3.81924,0.20288,26.9507,2.51712,4358,SARVESH,-29.50462
5bww,0.689055281,0.015893803,2.439290107,0.013379086,0,8E-05,0,4E-05,-55.63528,5.48906,32.66422,4.289,-22.97106,3.29554,0,0,-24.5691,5.77256,-3.62512,0.2078,36.2893,4.33322,0,8E-05,0,4E-05,-37.20844,2.76976,5.0267,0.96768,-32.18174,2.53354,0,0,-6.14226,1.44314,-3.62512,0.2078,8.6518,1.00152,6261,SARVESH,-31.06616
2j9h,1.470959347,0.013423121,1.432657418,0.006402424,0,2E-05,0,6E-05,-91.01582,12.03016,71.31586,11.65334,-19.69998,4.69704,0,0,-59.10612,12.84808,-4.20088,0.2019,75.51672,11.72836,0,2E-05,0,6E-05,-46.68622,3.77668,14.50172,2.66276,-32.1845,3.21168,0,0,-14.77656,3.21202,-4.20088,0.2019,18.7026,2.7349,2042,SARVESH,-31.90968
1oho,0.196153341,0.003130363,1.805900807,0.007428909,0,4E-05,0,6E-05,-45.85568,4.13692,23.09516,3.08152,-22.76052,2.90564,0,0,-14.57816,3.97032,-3.35584,0.08504,26.451,3.0993,0,4E-05,0,6E-05,-34.92208,2.86886,2.69242,0.68032,-32.22966,2.74948,0,0,-3.64456,0.99256,-3.35584,0.08504,6.04828,0.69814,4287,SHRUTI,-31.27756
4nud,1.135267515,0.01638783,1.638798768,0.01045921,0,8E-05,0,0,-52.89642,6.04584,30.43988,5.31292,-22.45654,3.77108,0,0,-21.67926,5.8681,-3.75676,0.21244,34.19664,5.42248,0,8E-05,0,0,-36.63698,3.55854,4.36346,1.18614,-32.2735,3.35618,0,0,-5.41982,1.46702,-3.75676,0.21244,8.12024,1.28368,5359,ROHIT,-31.21716
6ew8,0.450687861,0.007223353,2.976709546,0.023530522,0,4E-05,0,4E-05,-48.21298,4.4484,22.93006,3.03462,-25.28292,2.87812,0,0,-16.87542,4.60424,-2.79692,0.09836,25.72696,3.05008,0,4E-05,0,4E-05,-35.55644,2.24992,3.2765,0.69272,-32.27992,2.2161,0,0,-4.21884,1.15108,-2.79692,0.09836,6.07342,0.70394,1823,DIVYAK,-31.33758
1ipc,1.919647375,0.015792798,2.258438064,0.019428385,0,6E-05,0,2E-05,-62.0844,18.49842,43.03914,17.0839,-19.04524,5.47132,0,0,-29.20406,18.91394,-4.23332,0.28042,47.27248,17.1846,0,6E-05,0,2E-05,-40.18134,5.60882,7.89972,3.95208,-32.28164,3.64622,0,0,-7.30102,4.7285,-4.23332,0.28042,12.13302,4.04936,1764,SHRUTI,-32.88032
1odj,0.612562062,0.009184012,1.660664653,0.007390851,0,6E-05,0,6E-05,-94.31446,7.53404,70.90478,5.81904,-23.4097,4.51838,0,0,-63.6664,8.10332,-2.96692,0.1072,73.87168,5.83488,0,6E-05,0,6E-05,-46.56468,3.0649,14.26252,1.32172,-32.30218,2.73546,0,0,-15.91662,2.02584,-2.96692,0.1072,17.22942,1.33414,6194,PRADEEP,-30.64804
4ls7,0.80654185,0.013118319,1.58401647,0.008427595,0,4E-05,0,6E-05,-54.6866,3.53486,30.27754,2.55836,-24.40904,3.17942,0,0,-23.95474,3.12622,-3.25312,0.09432,33.53064,2.5736,0,4E-05,0,6E-05,-36.72052,2.48496,4.41348,0.56568,-32.30706,2.3948,0,0,-5.98866,0.78158,-3.25312,0.09432,7.6666,0.57644,7791,DIVYAK,-30.73184
6gcq,0.847062203,0.022541141,2.318613757,0.011331683,0,6E-05,0,4E-05,-53.31392,4.72754,35.02272,3.50004,-18.29124,2.94826,0,0,-19.6886,4.61282,-2.67248,0.06328,37.69518,3.49358,0,6E-05,0,4E-05,-38.54746,2.38464,6.23428,0.81056,-32.31318,2.11076,0,0,-4.92214,1.1532,-2.67248,0.06328,8.9067,0.80374,5500,ROHIT,-33.62532
5i80,0.377180519,0.011365334,1.475266612,0.006637634,0,2E-05,0,6E-05,-58.991,5.1111,32.631,4.46508,-26.35998,2.75918,0,0,-28.82102,5.41546,-3.478,0.13532,36.10904,4.50672,0,2E-05,0,6E-05,-37.37524,2.42136,5.04318,1.01696,-32.33204,2.3485,0,0,-7.20526,1.35388,-3.478,0.13532,8.52118,1.05442,1868,PRADEEP,-30.16998
1wv1,1.355646222,0.019665253,1.890915667,0.008618677,0,2E-05,0,6E-05,-50.33244,7.96484,30.84656,7.43346,-19.48584,2.87146,0,0,-18.0212,8.6067,-3.74288,0.1442,34.58946,7.50314,0,2E-05,0,6E-05,-36.81654,2.70338,4.48134,1.70326,-32.3352,2.3015,0,0,-4.50532,2.1517,-3.74288,0.1442,8.2242,1.7693,1770,SHRUTI,-32.31122
2d7d,1.453193357,0.009043163,2.792574605,0.017353249,0,2E-05,0,6E-05,-104.21088,9.7134,84.41984,8.97908,-19.79104,5.53204,0,0,-72.76954,10.39656,-3.76808,0.15906,88.1879,8.99846,0,2E-05,0,6E-05,-49.6337,3.93306,17.28274,2.06694,-32.35098,3.6124,0,0,-18.1924,2.59912,-3.76808,0.15906,21.0508,2.08706,3437,ROHIT,-31.44132
2wkw,0.27167378,0.004540064,1.71578916,0.013875241,0,0,0,6E-05,-78.69604,6.28216,50.14206,4.7473,-28.55398,3.64056,0,0,-49.22162,7.1595,-3.02318,0.08378,53.16524,4.74162,0,0,0,6E-05,-41.77982,2.8038,9.4125,1.11606,-32.36738,2.73328,0,0,-12.30542,1.78986,-3.02318,0.08378,12.43566,1.10972,2081,SHRUTI,-29.4744
1jsv,0.511982801,0.009108575,2.076353048,0.010350218,0,6E-05,0,2E-05,-61.69216,8.26332,38.59946,6.07786,-23.0927,4.16274,0,0,-30.16212,8.44552,-3.22042,0.08912,41.81988,6.06512,0,6E-05,0,2E-05,-39.07056,3.03872,6.70148,1.43222,-32.36908,2.51544,0,0,-7.54052,2.11138,-3.22042,0.08912,9.9219,1.41842,4354,SARVESH,-31.53002
1w2g,0.554436914,0.011057921,1.880907921,0.007727808,0,8E-05,0,4E-05,-68.50524,5.36748,54.96208,5.59154,-13.54314,3.95782,0,0,-34.02448,6.09226,-2.84258,0.06,57.80464,5.59376,0,8E-05,0,4E-05,-42.98684,2.62752,10.61586,1.2777,-32.37096,2.56252,0,0,-8.50612,1.52308,-2.84258,0.06,13.45844,1.28006,10643,PRADEEP,-34.48074
4tvb,1.29359545,0.011076716,1.447291541,0.005100749,0,2E-05,0,4E-05,-43.064,3.24176,27.35174,4.7348,-15.71226,4.939,0,0,-7.71428,3.4254,-2.80488,0.08754,30.15662,4.74524,0,2E-05,0,4E-05,-37.2783,1.90212,4.90714,1.08344,-32.37118,2.15144,0,0,-1.92858,0.85634,-2.80488,0.08754,7.712,1.09084,7894,ROHIT,-35.34972
4azb,0.506063219,0.00610195,2.35313466,0.013934909,0,4E-05,0,2E-05,-90.61636,5.97696,69.91304,6.53824,-20.70332,4.52816,0,0,-59.952,6.81386,-3.61918,0.10816,73.53226,6.58938,0,4E-05,0,2E-05,-45.65238,2.9892,13.26066,1.46248,-32.3917,2.83676,0,0,-14.988,1.70344,-3.61918,0.10816,16.87986,1.51288,4695,SHRUTI,-30.66438
1u1g,1.786938352,0.030465267,1.787058492,0.011405254,0,2E-05,0,2E-05,-71.62696,7.40398,52.0175,7.19586,-19.60946,4.76714,0,0,-39.84634,7.35836,-3.75664,0.24968,55.77414,7.26222,0,2E-05,0,2E-05,-41.7422,3.82402,9.3496,1.63638,-32.39258,3.52316,0,0,-9.9616,1.8396,-3.75664,0.24968,13.10626,1.69122,9526,PRADEEP,-31.78062
4wdw,0.687355974,0.009133995,1.995161067,0.009899503,0,6E-05,0,0.0001,-48.30036,4.32552,25.1805,2.92106,-23.11986,3.90268,0,0,-16.6449,3.35024,-3.29712,0.10684,28.47762,2.9264,0,6E-05,0,0.0001,-35.8167,2.89692,3.42068,0.68642,-32.39602,2.74012,0,0,-4.16122,0.83756,-3.29712,0.10684,6.71778,0.68614,2213,SHRUTI,-31.65546
5ti2,0.890293308,0.008946961,1.431107451,0.007536067,0,2E-05,0,4E-05,-55.8261,5.33826,33.03864,4.56846,-22.78746,2.82234,0,0,-24.49776,5.07904,-3.57456,0.1159,36.61318,4.59496,0,2E-05,0,4E-05,-37.45278,2.5058,5.04296,1.05798,-32.40982,2.22962,0,0,-6.12444,1.26978,-3.57456,0.1159,8.6175,1.08078,5981,PRADEEP,-31.32834
2rtr,0.607210644,0.018085254,1.753073881,0.01431467,0,8E-05,0,8E-05,-82.2793,5.7212,55.7866,4.71686,-26.4927,4.03904,0,0,-52.35574,6.4649,-3.09844,0.0604,58.8851,4.72378,0,8E-05,0,8E-05,-43.0125,2.67714,10.60058,1.0922,-32.41192,2.65622,0,0,-13.08894,1.6162,-3.09844,0.0604,13.69904,1.09886,3943,SHRUTI,-29.92358
4b6o,0.895224081,0.020667177,1.865332696,0.015555788,0,2E-05,0,2E-05,-82.72116,7.53192,63.62224,6.55122,-19.09892,4.17606,0,0,-50.71636,8.1898,-3.3805,0.09554,67.00276,6.566,0,2E-05,0,2E-05,-44.68388,3.15636,12.26612,1.51494,-32.41774,2.8631,0,0,-12.67912,2.04746,-3.3805,0.09554,15.6466,1.52828,10601,SHUBHAM,-32.00476
4x5r,0.562034276,0.014403405,1.340391339,0.008584141,0,4E-05,0,8E-05,-96.53006,6.06624,61.13668,4.0744,-35.39334,5.15704,0,0,-69.9444,7.17332,-3.42452,0.15482,64.56122,4.10642,0,4E-05,0,8E-05,-44.07176,3.73424,11.64228,0.93514,-32.42948,3.71618,0,0,-17.4861,1.79334,-3.42452,0.15482,15.0668,0.9586,2695,DIVYAK,-26.58564
4km2,1.367458571,0.008816606,1.819781223,0.007237316,0,8E-05,0,8E-05,-56.88152,4.93608,35.27508,4.66354,-21.60642,3.98224,0,0,-25.22384,4.7865,-3.84292,0.12958,39.118,4.71088,0,8E-05,0,8E-05,-37.96364,3.00812,5.53374,1.0369,-32.42986,2.79216,0,0,-6.30596,1.19664,-3.84292,0.12958,9.3767,1.08296,4205,SHRUTI,-31.65768
3qg2,0.463265861,0.006940283,3.702392528,0.030771817,0,2E-05,0,6E-05,-54.48972,3.75008,35.2042,4.07578,-19.2855,3.74732,0,0,-21.59416,3.90134,-3.0617,0.08382,38.26592,4.093,0,2E-05,0,6E-05,-38.2941,2.3343,5.85066,0.87174,-32.44344,2.30036,0,0,-5.39856,0.97534,-3.0617,0.08382,8.91234,0.88752,2386,PRADEEP,-32.89552
2w6q,0.974248701,0.0183783,1.392368085,0.005936546,0,4E-05,0,4E-05,-66.80894,3.7518,39.3983,3.31622,-27.41066,3.2369,0,0,-36.77298,3.87892,-3.18142,0.09392,42.57972,3.33556,0,4E-05,0,4E-05,-39.22922,2.29252,6.7754,0.75288,-32.45382,2.2606,0,0,-9.19324,0.96974,-3.18142,0.09392,9.95682,0.7707,4472,PRADEEP,-30.03594
4mc3,1.690719739,0.018833358,2.266620317,0.005176505,0,2E-05,0,4E-05,-43.35848,4.03464,23.87894,3.4402,-19.47956,4.19784,0,0,-10.3882,3.77522,-3.39666,0.1009,27.27556,3.47394,0,2E-05,0,4E-05,-35.56736,2.6684,3.08122,0.75334,-32.48614,2.64344,0,0,-2.59706,0.94382,-3.39666,0.1009,6.47788,0.7817,2244,SHRUTI,-32.97032
2ydi,1.203186308,0.020848689,3.006996172,0.023678181,0,6E-05,0,4E-05,-67.99388,8.1742,48.24888,6.90756,-19.74502,3.73784,0,0,-35.263,8.1868,-3.38876,0.22182,51.63766,6.9197,0,6E-05,0,4E-05,-41.54664,3.51146,9.04824,1.63742,-32.49842,2.94848,0,0,-8.81574,2.04672,-3.38876,0.22182,12.437,1.63966,7673,DIVYAK,-32.73088
3upj,0.559632975,0.007322151,1.437283957,0.006719659,0,4E-05,0,0,-58.27066,5.47066,37.86642,4.95608,-20.40424,3.91584,0,0,-26.07076,4.71972,-3.78262,0.13712,41.64902,5.02942,0,4E-05,0,0,-38.7176,3.30954,6.21922,1.12842,-32.49842,2.89,0,0,-6.5177,1.1799,-3.78262,0.13712,10.00178,1.20142,5763,PRADEEP,-32.19992
4ybi,0.41920297,0.011747403,1.351249663,0.004876764,0,6E-05,0,4E-05,-42.81554,4.51598,29.08934,4.65062,-13.7262,4.03514,0,0,-7.78382,3.71782,-3.48414,0.11518,32.57344,4.69276,0,6E-05,0,4E-05,-36.97768,2.7355,4.47698,1.04544,-32.50068,2.59814,0,0,-1.94594,0.92946,-3.48414,0.11518,7.9611,1.08232,4906,SHRUTI,-35.0317
1w7h,0.32433014,0.008030698,1.895642541,0.01055816,0,2E-05,0,4E-05,-42.50154,2.5612,18.66854,2.5313,-23.833,2.7094,0,0,-10.34748,2.35796,-2.87152,0.06654,21.54006,2.53548,0,2E-05,0,4E-05,-34.74092,1.95032,2.23984,0.56926,-32.50104,1.9586,0,0,-2.58688,0.58948,-2.87152,0.06654,5.11136,0.57008,3150,VASAVI,-32.15406
3mb7,0.179563317,0.00324499,1.810397035,0.007702889,0,2E-05,0,6E-05,-54.27768,4.8795,32.80772,4.69168,-21.46996,3.1098,0,0,-22.03924,5.301,-3.3352,0.09704,36.14294,4.70616,0,2E-05,0,6E-05,-37.74828,2.71266,5.24462,1.08918,-32.50366,2.57442,0,0,-5.50982,1.32526,-3.3352,0.09704,8.57982,1.1024,2738,SHRUTI,-32.23848
4jdw,0.506602004,0.014853921,1.229013647,0.002801341,0,6E-05,0,2E-05,-216.4958,12.42992,158.77028,8.6409,-57.72558,7.15392,0,0,-198.83012,14.4497,-2.38322,0.04888,161.15346,8.64878,0,6E-05,0,2E-05,-67.3732,3.67702,34.8691,1.96506,-32.50412,3.36278,0,0,-49.7075,3.61242,-2.38322,0.04888,37.2523,1.9739,5440,SARVESH,-17.66568
5xai,1.229465521,0.009207475,1.524969895,0.006954271,0,6E-05,0,4E-05,-80.65726,7.24362,56.64692,6.53314,-24.01034,3.94658,0,0,-49.30594,8.74618,-3.37396,0.0663,60.02086,6.5448,0,6E-05,0,4E-05,-43.6778,3.5827,11.16666,1.5129,-32.51114,3.45254,0,0,-12.3265,2.18654,-3.37396,0.0663,14.54064,1.52484,7342,ROHIT,-31.35134
5j7q,0.331696606,0.008334048,2.031780162,0.019514848,0,4E-05,0,6E-05,-53.38992,5.33168,35.388,5.04124,-18.00194,4.22774,0,0,-19.71942,5.6828,-2.80084,0.07426,38.18882,5.0428,0,4E-05,0,6E-05,-38.60036,2.57882,6.07498,1.1738,-32.5254,2.6223,0,0,-4.92984,1.4207,-2.80084,0.07426,8.8758,1.17504,4878,SHRUTI,-33.67052
4nuc,0.964457347,0.022060332,1.475107281,0.006685901,0,2E-05,0,6E-05,-56.99154,7.87638,32.80798,6.90818,-24.18358,3.28372,0,0,-26.07276,7.44322,-3.87262,0.22422,36.68058,7.04826,0,2E-05,0,6E-05,-37.43698,3.31468,4.90932,1.54864,-32.5277,2.61774,0,0,-6.51818,1.8608,-3.87262,0.22422,8.78194,1.68398,4667,SHRUTI,-30.9188
2aqb,0.253680722,0.004700832,1.278698158,0.004900373,0,4E-05,0,0,-55.84542,3.29182,31.55516,3.66994,-24.29024,3.4535,0,0,-24.4588,3.56582,-2.68814,0.06464,34.24332,3.67232,0,4E-05,0,0,-37.50128,2.10986,4.95856,0.72488,-32.54274,2.1002,0,0,-6.1147,0.89146,-2.68814,0.06464,7.64676,0.73052,5317,SHRUTI,-31.38662
2ckq,1.275063892,0.011337649,2.15959832,0.006235234,0,4E-05,0,4E-05,-152.33412,11.68198,119.0389,9.8447,-33.2952,4.98652,0,0,-127.82616,12.04566,-2.27324,0.05524,121.31216,9.84804,0,4E-05,0,4E-05,-56.46448,3.82722,23.916,2.1843,-32.54852,2.87452,0,0,-31.95654,3.01142,-2.27324,0.05524,26.18924,2.1875,9674,PRADEEP,-24.508
6psb,0.269847013,0.004763983,1.629874839,0.009083444,0,2E-05,0,2E-05,-50.44242,4.86568,24.63034,3.61558,-25.81208,2.73294,0,0,-19.6472,5.0417,-3.43836,0.08414,28.0687,3.61036,0,2E-05,0,2E-05,-35.70704,2.29298,3.14848,0.83668,-32.55856,2.10232,0,0,-4.9118,1.26042,-3.43836,0.08414,6.58686,0.82888,3035,ROHIT,-30.79522
4kou,2.464143882,0.019177059,1.522286242,0.006276631,0,2E-05,0,6E-05,-93.20822,9.6765,72.37822,8.30494,-20.82996,4.115,0,0,-61.886,9.06368,-3.94046,0.22456,76.3187,8.3929,0,2E-05,0,6E-05,-46.79376,4.35346,14.2025,1.871,-32.59126,3.57626,0,0,-15.47148,2.26592,-3.94046,0.22456,18.14296,1.94972,2279,ROHIT,-31.32224
2e2p,1.542078998,0.015951078,1.812616241,0.018943601,0,4E-05,0,2E-05,-80.52274,9.0677,64.1467,8.1391,-16.37606,3.84914,0,0,-47.03204,9.53258,-3.36312,0.1302,67.50978,8.19582,0,4E-05,0,2E-05,-45.24872,3.72414,12.63746,1.86156,-32.61126,3.24732,0,0,-11.758,2.38314,-3.36312,0.1302,16.00058,1.91616,2861,SARVESH,-33.4907
